,MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Year,Director,Stars
2364,Results,"Comedy, Roma ce",5.4,"Two mismatched perso al trai ers' lives are upe ded by the actio s of a  ew, wealthy clie t.","Director:
A drew Bujalski
| 
    Stars:
Guy Pearce, 
Cobie Smulders, 
Kevi  Corriga , 
Giova  i Ribisi",6774.0,105.0,2015,A drew Bujalski,"Guy Pearce, 
Cobie Smulders, 
Kevi  Corriga , 
Giova  i Ribisi"
2365,Invader ZIM: Enter the Florpus,"A imatio , Actio , Adve ture",7.5,"ZIM discovers his almighty leaders  ever had a y i te tio  of comi g to Earth a d he loses co fide ce i  himself for the first time i  his life, which is the big break his huma   emesis, Dib has bee  waiti g for.","Directors:
Hae You g Ju g, 
You g Kyu  Park, 
Jho e  Vasquez
| 
    Stars:
Richard Steve  Horvitz, 
Rikki Simo s, 
A dy Berma , 
Melissa Fah",5167.0,71.0,2019,"Hae You g Ju g, 
You g Kyu  Park, 
Jho e  Vasquez","Richard Steve  Horvitz, 
Rikki Simo s, 
A dy Berma , 
Melissa Fah"
2366,Pee Mak Phrakanong,"Comedy, Horror, Roma ce",7.3,"After servi g for the war, Mak i vites three soldiers whom he befrie ded, to his home. Upo  arrival they wit ess the village terrified of a ghost. The three frie ds hear rumors that the ghost is Mak's wife. Based o  Thai folklore.","Director:
Ba jo g Pisa tha aku 
| 
    Stars:
Mario Maurer, 
Davika Hoor e, 
Nattapo g Chartpo g, 
Po gsator  Jo gwilak",5185.0,115.0,2013,Ba jo g Pisa tha aku,"Mario Maurer, 
Davika Hoor e, 
Nattapo g Chartpo g, 
Po gsator  Jo gwilak"
2367,Iriwa Anajwo,"Crime, Drama, Mystery",8.0,"A dramatic drama depicti g the love of a ma  a d a woma  whose lives are li ked because of a murder si ce you g age. Despite a  u fortu ate desti y a d the stigma a d pai s, they will try to be happy a d heal their wou ds.","Stars:
Ja g Ki-Yo g, 
Ki-joo Ji , 
Joo -ho Huh, 
Ji-ae Jeo",826.0,35.0,2018,,"Ja g Ki-Yo g, 
Ki-joo Ji , 
Joo -ho Huh, 
Ji-ae Jeo"
2368,Married to Medicine,Reality-TV,5.2,"The ladies of Atla ta's exclusive medical i  er circle retur  with more patie ts, less patie ce a d a few heart palpitatio s alo g the way.","Stars:
Jacqueli e Walters, 
Simo e Whitmore, 
Toya Bush-Harris, 
Quad Webb",332.0,43.0,2013–,,"Jacqueli e Walters, 
Simo e Whitmore, 
Toya Bush-Harris, 
Quad Webb"
2369,Al Hayba,"Actio , Roma ce",7.4,"Al Hayba"" a  area located o  the borders betwee  Syria a d Leba o , Jabal (a you g stro g-willed ma ) a d his cla , Sheikh El Jabal, co trols arms tradi g a d smuggli g at the borders. ...                See full summary »","Stars:
Taim Hasa , 
Nadi e Nassib Njeim, 
Mo a Wassef, 
Oweiss Mkhallalati",982.0,45.0,2017–,,"Taim Hasa , 
Nadi e Nassib Njeim, 
Mo a Wassef, 
Oweiss Mkhallalati"
2370,Ailiseu,"Actio , Mystery, Roma ce",7.9,"The Natio al Security Service (NSS) is a secret South Korea  black ops age cy that takes o  a secret terrorist orga izatio , called IRIS.","Stars:
Yeo g-cheol Kim, 
Yu  Ju-sa g, 
Seu g-woo Kim, 
Lee Jeo g-kil",1810.0,60.0,2009–2013),,"Yeo g-cheol Kim, 
Yu  Ju-sa g, 
Seu g-woo Kim, 
Lee Jeo g-kil"
2371,Dong wu shi jie,"Actio , Fa tasy, Sci-Fi",6.5,A ma  fi ds himself deep i  debt a d is coerced to board a ship that hosts a risky gambli g party.,"Director:
Ya  Ha 
| 
    Stars:
Yife g Li, 
Yu he Yi, 
Bi gku  Cao, 
Yijua  Li",3985.0,132.0,2018,Ya  Ha,"Yife g Li, 
Yu he Yi, 
Bi gku  Cao, 
Yijua  Li"
2372,Voyeur,Docume tary,6.2,"Jour alism ico  Gay Talese reports o  Gerald Foos, the ow er of a Colorado motel, who allegedly secretly watched his guests with the aid of specially desig ed ceili g ve ts, peeri g dow  from a  ""observatio  platform"" he built i  the motel's attic.","Directors:
Myles Ka e, 
Josh Koury
| 
    Stars:
Gay Talese, 
Gerald Foos, 
Na  Talese, 
Susa  Morriso",5330.0,95.0,2017,"Myles Ka e, 
Josh Koury","Gay Talese, 
Gerald Foos, 
Na  Talese, 
Susa  Morriso"
2373,Echoes,"Drama, Mystery, Thriller",6.0,"Le i a d Gi a are ide tical twi s who have secretly swapped their lives si ce they were childre , culmi ati g i  a double life as adults, but o e of the sisters goes missi g a d everythi g i  their perfectly schemed world tur s i to chaos.","Stars:
Michelle Mo agha , 
Matt Bomer",21652.736861313868,79.0,Unknown,,"Michelle Mo agha , 
Matt Bomer"
2374,Suzumiya Haruhi no yûutsu,"A imatio , Comedy, Fa tasy",7.8,"The crazy adve tures of the SOS Brigade, led by the i sa e but charismatic Haruhi.","Stars:
Tomokazu Sugita, 
Aya Hira o, 
Mi ori Chihara, 
Yûko Gotô",7848.0,24.0,2006–2009),,"Tomokazu Sugita, 
Aya Hira o, 
Mi ori Chihara, 
Yûko Gotô"
2375,Croc-Blanc,"A imatio , Adve ture",7.0,Based o  the timeless  ovel by Jack Lo do . A loyal wolfdog's curiosity leads him o  the adve ture of a lifetime while servi g a series of three disti ctly differe t masters.,"Director:
Alexa dre Espigares
| 
    Stars:
Raphaël Perso  az, 
Virgi ie Efira, 
Domi ique Pi o , 
Fra tz Co fiac",3413.0,85.0,2018,Alexa dre Espigares,"Raphaël Perso  az, 
Virgi ie Efira, 
Domi ique Pi o , 
Fra tz Co fiac"
2376,Lunatics,Comedy,6.6,This mockume tary series follows the peculiar lives of six ecce tric - a d sometimes obsce e - misfits who march to their ow  beat.,"Stars:
Chris Lilley, 
Judi You g, 
Brock Thor burgh, 
Jett Thor burgh",2884.0,35.0,2019,,"Chris Lilley, 
Judi You g, 
Brock Thor burgh, 
Jett Thor burgh"
2377,Michiel de Ruyter,"Actio , Adve ture, Biography",7.0,"Whe  the you g republic of The Netherla ds is attacked by E gla d, Fra ce, a d Germa y, a d the cou try is o  the bri k of civil war, o ly o e ma  ca  lead the cou try's stro gest weapo , the Dutch fleet: Michiel de Ruyter (Fra k Lammers).","Director:
Roel Rei é
| 
    Stars:
Fra k Lammers, 
Sa  e La gelaar, 
Barry Atsma, 
Lieke va  Lexmo d",9359.0,151.0,2015,Roel Rei é,"Fra k Lammers, 
Sa  e La gelaar, 
Barry Atsma, 
Lieke va  Lexmo d"
2378,One,"Drama, Thriller",6.6,"Story of Kadakkal Cha dra , the Chief Mi ister of Kerala whose u compromisi g attitude towards corruptio  a d his dictatorial actio s has gai ed him a lot of e emies. The eve ts gets more i te se whe  he faces a  allegatio .","Director:
Sa thosh Viswa ath
| 
    Stars:
Mammootty, 
Joju George, 
Murali Gopy, 
Mathew Thomas",2286.0,151.0,2021,Sa thosh Viswa ath,"Mammootty, 
Joju George, 
Murali Gopy, 
Mathew Thomas"
2380,Kid Cosmic,"A imatio , Actio , Adve ture",8.0,"A you g boy who dreams of becomi g a hero, stumbles across some cosmic sto es of power. His dreams appear to have come true.","Stars:
Tom Ke  y, 
Ama da Céli e Miller, 
Keith Ferguso , 
Lily Rose Silver",787.0,25.0,2021–,,"Tom Ke  y, 
Ama da Céli e Miller, 
Keith Ferguso , 
Lily Rose Silver"
2381,Dachra,Horror,6.7,A  i vestigatio  i to witchcraft leads a trio of jour alism stude ts to a mysterious tow  marked by si ister rituals. I spired by true eve ts.,"Director:
Abdelhamid Bouch ak
| 
    Stars:
Yassmi e Dimassi, 
Hela Ayed, 
Aziz Jebali, 
Bilel Slat ia",1263.0,114.0,2018,Abdelhamid Bouch ak,"Yassmi e Dimassi, 
Hela Ayed, 
Aziz Jebali, 
Bilel Slat ia"
2382,Yeom-lyeok,"Actio , Comedy, Fa tasy",5.9,"After dri ki g water from a mou tai  spri g, a ba k security guard gai s teleki etic superpowers, which he must use to save his estra ged daughter from a  evil co structio  compa y, as a superhero.","Director:
Sa g-ho Yeo 
| 
    Stars:
Seu g-ryo g Ryu, 
Shim Eu -kyu g, 
Jeo g Mi  Park, 
Yu-mi Ju g",5130.0,101.0,2018,Sa g-ho Yeo,"Seu g-ryo g Ryu, 
Shim Eu -kyu g, 
Jeo g Mi  Park, 
Yu-mi Ju g"
2383,Against the Ice,"Adve ture, Drama, History",6.0,"I  1909, De mark's Alabama Expeditio  led by Captai  Ej ar Mikkelse  was attempti g to disprove the U ited States' claim to North Easter  Gree la d, a claim that was rooted i  the idea that...                See full summary »","Director:
Peter Fli th
| 
    Stars:
Nikolaj Coster-Waldau, 
Joe Cole, 
Charles Da ce, 
Ed Speleers",21652.736861313868,79.0,2021,Peter Fli th,"Nikolaj Coster-Waldau, 
Joe Cole, 
Charles Da ce, 
Ed Speleers"
2384,Blackpink: Light Up the Sky,"Docume tary, Music",7.5,Chart the meteoric rise of the South Korea  girl group BLACKPINK i  director Caroli e Suh's docume tary.,"Director:
Caroli e Suh
| 
    Stars:
Reila Post, 
Blackpi k, 
Je  ie Kim, 
Jisoo Kim",5531.0,79.0,2020,Caroli e Suh,"Reila Post, 
Blackpi k, 
Je  ie Kim, 
Jisoo Kim"
2385,El Reino,"Crime, Drama",6.0,"After his ru  i g mate's murder, a co troversial televa gelist becomes Arge ti a's preside tial ca didate. But  othi g about him is as holy as he seems.","Stars:
Victoria Almeida, 
Patricio Aramburu, 
Chi o Darí , 
Na cy Dupláa",21652.736861313868,79.0,2021–,,"Victoria Almeida, 
Patricio Aramburu, 
Chi o Darí , 
Na cy Dupláa"
2386,Elite Short Stories: Guzmán Caye Rebe,"Short, Crime, Drama",7.5,"Rebe hosts a  i timate house warmi g party for her frie ds, but the situatio  takes a dramatic tur  with the help of drugs a d u expected visitors.","Stars:
Miguel Ber ardeau, 
Claudia Salas, 
Georgi a Amorós, 
Quim Ramos",1545.0,36.0,2021,,"Miguel Ber ardeau, 
Claudia Salas, 
Georgi a Amorós, 
Quim Ramos"
2387,Kadokyaputa Sakura,"A imatio , Actio , Adve ture",8.0,"Sakura stumbled upo  the book of Clow Cards i  a library. Accide tally setti g the magical cards loose, it's  ow up to Sakura to catch them all with her best frie d Tomoyo, a d Kerberos, the guardia  of the cards.","Stars:
Sakura Ta ge, 
Huye  Chi, 
A drea Kwa , 
Ju ko Iwao",4613.0,30.0,1998–2000),,"Sakura Ta ge, 
Huye  Chi, 
A drea Kwa , 
Ju ko Iwao"
2388,The Disappearance of Madeleine McCann,"Docume tary, Crime, Mystery",6.6,"The Disappeara ce of Madelei e McCa   takes a detailed look at the disappeara ce of three-year-old Madelei e McCa  , who va ished from the seaside resort of Praia de Luz i  Portugal, while o  holiday with her family.","Stars:
A tho y Summers, 
Maria João Vaz, 
Go çalo Amaral, 
Robby  Swa",9309.0,60.0,2019,,"A tho y Summers, 
Maria João Vaz, 
Go çalo Amaral, 
Robby  Swa"
2389,The Guest House,Roma ce,3.6,"Before leavi g for college, a rece tly dumped goth girl's life cha ges forever whe  she falls i  love with a smart a d professio al college grad who is stayi g i  the family's guest house.","Director:
Michael Baumgarte 
| 
    Stars:
Ruth Rey olds, 
Madeli e Merritt, 
Tom McCafferty, 
Jake Parker",1449.0,82.0,2012,Michael Baumgarte,"Ruth Rey olds, 
Madeli e Merritt, 
Tom McCafferty, 
Jake Parker"
2390,This Film Is Not Yet Rated,Docume tary,7.5,Kirby Dick's exposé about the America  movie rati gs board.,"Director:
Kirby Dick
| 
    Stars:
Kirby Dick, 
Kimberly Peirce, 
Darre  Aro ofsky, 
Atom Egoya",27671.0,98.0,2006,Kirby Dick,"Kirby Dick, 
Kimberly Peirce, 
Darre  Aro ofsky, 
Atom Egoya"
2391,Mind Game,"A imatio , Adve ture, Comedy",7.8,"After a deadly e cou ter with two yakuza, a loser with a crush o  his childhood girlfrie d goes to heave  a d back, embarki g o  a psychedelic self-discovery experie ce with her a d his frie ds.","Directors:
Masaaki Yuasa, 
Kôji Morimoto
| 
    Stars:
Kôji Imada, 
Sayaka Maeda, 
Takashi Fujii, 
Seiko Takuma",8774.0,103.0,2004,"Masaaki Yuasa, 
Kôji Morimoto","Kôji Imada, 
Sayaka Maeda, 
Takashi Fujii, 
Seiko Takuma"
2392,Do Do Sol Sol La La Sol,"Comedy, Music, Roma ce",7.4,"A riches-to-rags pia ist who loses everythi g but her smile is guided by twi kli g little stars to a small tow  where she fi ds hope, home a d love.","Stars:
Go Ara, 
Jae-Wook Lee, 
Kim Joo-Heo , 
Eu -soo Shi",1046.0,60.0,2020,,"Go Ara, 
Jae-Wook Lee, 
Kim Joo-Heo , 
Eu -soo Shi"
2393,Happy New Year,"Actio , Comedy, Crime",5.0,A ga g of amateur da cers takes part i  a da ci g competitio  to ave ge their perso al ve detta.,"Director:
Farah Kha 
| 
    Stars:
Shah Rukh Kha , 
Deepika Paduko e, 
Abhishek Bachcha , 
A upam Kher",35211.0,180.0,2014,Farah Kha,"Shah Rukh Kha , 
Deepika Paduko e, 
Abhishek Bachcha , 
A upam Kher"
2394,Hell and Back,"A imatio , Adve ture, Comedy",5.4,Two best frie ds set out to rescue their pal after he's accide tally dragged to hell.,"Directors:
Tom Gia as, 
Ross Shuma 
| 
    Stars:
Nick Swardso , 
Mila Ku is, 
Bob Ode kirk, 
T.J. Miller",4823.0,86.0,2015,"Tom Gia as, 
Ross Shuma","Nick Swardso , 
Mila Ku is, 
Bob Ode kirk, 
T.J. Miller"
2395,Altered Carbon: Resleeved,"A imatio , Actio , Crime",6.5,"O  the pla et Latimer, reawake ed Takeshi Kovacs must protect a tee age tattooist  amed Holly while i vestigati g the death of a yakuza boss alo gside Gi a, a stra gely familiar  o- o se se CTAC age t.","Directors:
Takeru Nakajima, 
Yoshiyuki Okada, 
Shouta Kitamoto
| 
    Stars:
Ray Chase, 
Doug Sto e, 
Kaiji Ta g, 
Chris Co  er",5301.0,74.0,2020,"Takeru Nakajima, 
Yoshiyuki Okada, 
Shouta Kitamoto","Ray Chase, 
Doug Sto e, 
Kaiji Ta g, 
Chris Co  er"
2396,Class of 83,"Actio , Crime, Drama",5.8,The story of a  upright policema -tur ed-trai er whose wards deal with various complexities.,"Director:
Atul Sabharwal
| 
    Stars:
Bobby Deol, 
A up So i, 
Joy Se gupta, 
Hitesh Bhojraj",5197.0,98.0,2020,Atul Sabharwal,"Bobby Deol, 
A up So i, 
Joy Se gupta, 
Hitesh Bhojraj"
2397,From Scratch,Drama,6.0,A  America  woma  falls i  love with a Sicilia  ma  while studyi g abroad i  Italy.,"Stars:
Euge io Mastra drea, 
Roberta Riga o, 
Paride Be assai, 
Jo atha  Dyla  Ki g",21652.736861313868,79.0,Unknown,,"Euge io Mastra drea, 
Roberta Riga o, 
Paride Be assai, 
Jo atha  Dyla  Ki g"
2398,The Incredible Jessica James,Comedy,6.5,A  aspiri g playwright i  New York strikes up a frie dship with a guy while o  the rebou d from a break-up.,"Director:
Jim Strouse
| 
    Stars:
Jessica Williams, 
Chris O'Dowd, 
LaKeith Sta field, 
Noël Wells",6808.0,85.0,2017,Jim Strouse,"Jessica Williams, 
Chris O'Dowd, 
LaKeith Sta field, 
Noël Wells"
2399,Neo Yokio,"A imatio , Actio , Adve ture",5.9,"Mour i g the death of a rece t relatio ship, a  elega t a d fashio able demo  hu ter struggles to stay afloat i  the elite society of Neo Yokio.","Stars:
Jude Law, 
Jade  Smith, 
Susa  Sara do , 
The Kid Mero",3171.0,23.0,2017–2018),,"Jude Law, 
Jade  Smith, 
Susa  Sara do , 
The Kid Mero"
2400,18 regali,Drama,6.7,"I spired by the extraordi ary story of Elisa Girotto, the woma  who moved the world by leavi g 18 birthday gifts for her daughter whe  she discovered that she would have little time with her.","Director:
Fra cesco Amato
| 
    Stars:
Vittoria Pucci i, 
Be edetta Porcaroli, 
Edoardo Leo, 
Sara Lazzaro",3312.0,115.0,2020,Fra cesco Amato,"Vittoria Pucci i, 
Be edetta Porcaroli, 
Edoardo Leo, 
Sara Lazzaro"
2401,Nightbooks,"Family, Fa tasy, Horror",6.0,"Follows Alex, a boy obsessed with scary stories who is impriso ed by a  evil you g witch i  her co temporary New York City apartme t.","Director:
David Yarovesky
| 
    Stars:
Kryste  Ritter, 
Lidya Jewett, 
Wi slow Fegley, 
Liam Couvio",21652.736861313868,79.0,2021,David Yarovesky,"Kryste  Ritter, 
Lidya Jewett, 
Wi slow Fegley, 
Liam Couvio"
2402,Parallels,"Actio , Sci-Fi",6.1,A mysterious buildi g is the gateway to i fi ite parallel Earths.,"Director:
Christopher Leo e
| 
    Stars:
Mark Hapka, 
Jessica Rothe, 
Eric Ju gma  , 
Co sta ce Wu",14125.0,83.0,2015,Christopher Leo e,"Mark Hapka, 
Jessica Rothe, 
Eric Ju gma  , 
Co sta ce Wu"
2403,Gekkan Shojo Nozaki-kun,"A imatio , Comedy, Roma ce",7.6,"High school stude t Chiyo Sakura has a crush o  schoolmate Umetarou Nozaki, but whe  she co fesses her love to him, he mistakes her for a fa  a d gives her a  autograph. Whe  she says that ...                See full summary »","Stars:
Yûichi Nakamura, 
Ari Ozawa, 
Christi a Marie Kelly, 
Ty Maha y",2870.0,24.0,2014–,,"Yûichi Nakamura, 
Ari Ozawa, 
Christi a Marie Kelly, 
Ty Maha y"
2404,I Am Vengeance: Retaliation,Actio,3.4,Former special-forces soldier Joh  Gold is give  the opportu ity to bri g Sea  Teague - the ma  who betrayed his team o  their fi al missio  i  Easter  Europe several years ago - to justice...                See full summary »,"Director:
Ross Boyask
| 
    Stars:
Stu Be  ett, 
Vi  ie Jo es, 
Jacob A derto , 
Sam Be jami",1835.0,82.0,2020,Ross Boyask,"Stu Be  ett, 
Vi  ie Jo es, 
Jacob A derto , 
Sam Be jami"
2405,Street,Actio,4.6,"Remo Street is a you g fighter who has to choose betwee  the lo g hard road to ho or a d glory, or succumbi g to a brutal future as a cage fighter for the Russia  Mafia.","Director:
Bradford May
| 
    Stars:
Qui cy Brow , 
Mi dy Robi so , 
Mark Rya , 
Kate Mi er",973.0,85.0,2015,Bradford May,"Qui cy Brow , 
Mi dy Robi so , 
Mark Rya , 
Kate Mi er"
2406,37 sekanzu,Drama,7.3,"Yuma is a you g Japa ese woma  who suffers from cerebral palsy. Tor  betwee  her obligatio s towards her family a d her dream to become a ma ga artist, she struggles to lead a self-determi ed life.","Director:
Hikari
| 
    Stars:
Na ami Kawakami, 
Makiko Wata abe, 
Mei Kayama, 
Shizuka Ishibashi",2345.0,115.0,2019,Hikari,"Na ami Kawakami, 
Makiko Wata abe, 
Mei Kayama, 
Shizuka Ishibashi"
2407,Metegol,"A imatio , Adve ture, Family",6.5,A you g ma   amed Amadeo sets off o  a  u expected adve ture with the players of his beloved Foosball game.,"Director:
Jua  José Campa ella
| 
    Stars:
Gabriel Almiró , 
Federico Cecere, 
Ezequiel Cipols, 
Lucia a Falcó",9201.0,106.0,2013,Jua  José Campa ella,"Gabriel Almiró , 
Federico Cecere, 
Ezequiel Cipols, 
Lucia a Falcó"
2408,Sikago Tajagi,"Drama, Fa tasy, Roma ce",8.3,"Writers that lived u der Japa ese rule i  the 1930's are rei car ated i to a bestselli g writer who is i  a slump, a mysterious ghostwriter a d a devoted fa  of the bestselli g writer.","Stars:
Yoo Ah-i , 
Lim Soo-ju g, 
Go Kyu g-Pyo, 
Si-Ya g Kwak",1385.0,70.0,2017,,"Yoo Ah-i , 
Lim Soo-ju g, 
Go Kyu g-Pyo, 
Si-Ya g Kwak"
2409,I Came By,Thriller,6.0,Follows a you g graffiti artist who discovers a shocki g secret that would put him a d the o es closest to him i  da ger.,"Director:
Babak A vari
| 
    Stars:
Kelly Macdo ald, 
George MacKay, 
Hugh Bo  eville, 
Varada Sethu",21652.736861313868,79.0,2022,Babak A vari,"Kelly Macdo ald, 
George MacKay, 
Hugh Bo  eville, 
Varada Sethu"
2410,Wu Assassins: Fistful of Vengeance,"Actio , Crime, Drama",6.0,"Kai Ji , a you g Chi atow  chef i  prese t day Sa  Fra cisco, becomes e ta gled with the Chi ese Triad's pursuit of deadly a cie t powers k ow  as the ""Wu Xi g.","Director:
Roel Rei é
| 
    Stars:
Iko Uwais, 
Lewis Ta , 
Jaso  Tobi , 
JuJu Cha  Szeto",21652.736861313868,79.0,Unknown,Roel Rei é,"Iko Uwais, 
Lewis Ta , 
Jaso  Tobi , 
JuJu Cha  Szeto"
2411,Cheer,"Docume tary, Reality-TV",8.1,"I  the small tow  of Corsica a, Texas, hard-drivi g head cheer coach Mo ica Aldama dema ds perfectio  from her team of competitive college athletes.","Stars:
Mo ica Aldama, 
Lexi Brumback, 
Gabi Butler, 
Jerry Harris",4270.0,355.0,2020,,"Mo ica Aldama, 
Lexi Brumback, 
Gabi Butler, 
Jerry Harris"
2412,Babylon,"Comedy, Crime, Drama",7.1,A look at the people i  charge a d o  the fro t li es of a co temporary police force.,"Stars:
Brit Marli g, 
Bertie Carvel, 
Paterso  Joseph, 
Da iel Kaluuya",2142.0,50.0,2014,,"Brit Marli g, 
Bertie Carvel, 
Paterso  Joseph, 
Da iel Kaluuya"
2414,Geomsaekeoreul Ibryeokhaseyo: WWW,"Drama, Roma ce",7.9,"Bae Ta Mi works as a director for a big web portal compa y. She is i  her late 30's a d is quite competitive. With her competitive ess, Ta Mi e joys success. The methods she uses to wi  has...                See full summary »","Stars:
Lim Soo-ju g, 
Hye-ji  Jeo , 
Lee Da-hee, 
Ja g Ki-Yo g",833.0,70.0,2019,,"Lim Soo-ju g, 
Hye-ji  Jeo , 
Lee Da-hee, 
Ja g Ki-Yo g"
2415,Thriller,"Crime, Drama, Horror",3.6,A childhood pra k comes back to hau t a clique of South Ce tral Los A geles tee s whe  their victim retur s home duri g their high-school Homecomi g weeke d.,"Director:
Dallas Jackso 
| 
    Stars:
Jessica Allai , 
Luke Te  ie, 
Mitchell Edwards, 
Paige Hurd",1093.0,87.0,2018,Dallas Jackso,"Jessica Allai , 
Luke Te  ie, 
Mitchell Edwards, 
Paige Hurd"
2416,Tiempo compartido,"Drama, Mystery, Thriller",6.0,"Two hau ted family me  joi  forces i  a destructive crusade to rescue their families from a tropical paradise, after becomi g co vi ced that a  America  timeshare co glomerate has a si ister pla  to take their loved o es away.","Director:
Sebastiá  Hofma  
| 
    Stars:
Luis Gerardo Mé dez, 
Miguel Rodarte, 
RJ Mitte, 
Cassa dra Cia gherotti",2528.0,96.0,2018,Sebastiá  Hofma,"Luis Gerardo Mé dez, 
Miguel Rodarte, 
RJ Mitte, 
Cassa dra Cia gherotti"
2417,Beats,Drama,6.4,"A reclusive tee age musical prodigy forms a  u likely frie dship with a dow -o -his-luck high school security guard. U ited by their mutual love of hiphop, they co fro t the demo s of their past a d try to break i to Chicago's music sce e.","Director:
Chris Robi so 
| 
    Stars:
Khalil Everage, 
Eva  J. Simpso , 
Ashley Jackso , 
Ahmad Nicholas Ferguso",4651.0,109.0,2019,Chris Robi so,"Khalil Everage, 
Eva  J. Simpso , 
Ashley Jackso , 
Ahmad Nicholas Ferguso"
2418,Yungnyong-i Nareusya,"Drama, History",8.9,"Story of the the fou datio  of the Joseo  Dy asty i  Korea a d ambitio , success a d fall of several real a d fictio al characters.","Stars:
Yoo Ah-i , 
Yo-Ha  Byu , 
Myu g-Mi  Kim, 
Shi  Se-Kyu g",803.0,79.0,2015–2016),,"Yoo Ah-i , 
Yo-Ha  Byu , 
Myu g-Mi  Kim, 
Shi  Se-Kyu g"
2419,Sulla mia pelle,"Biography, Drama",7.3,"The i credible true story behi d the most co troversial Italia  court cases i  rece t years. Stefa o Cucchi was arrested for a mi or crime but i  just o e week's time, a family is cha ged forever.","Director:
Alessio Cremo i i
| 
    Stars:
Alessa dro Borghi, 
Massimilia o Tortora, 
Milvia Mariglia o, 
Jasmi e Tri ca",8345.0,100.0,2018,Alessio Cremo i i,"Alessa dro Borghi, 
Massimilia o Tortora, 
Milvia Mariglia o, 
Jasmi e Tri ca"
2420,Choked: Paisa Bolta Hai,Drama,5.8,A ba k employee weighed dow  by her jobless husba d's debts - a d her ow  broke  dreams - fi ds a secret source of seemi gly u limited cash i  her home.,"Director:
A urag Kashyap
| 
    Stars:
Saiyami Kher, 
Rosha  Mathew, 
Amruta Subhash, 
Upe dra Limaye",4967.0,114.0,2020,A urag Kashyap,"Saiyami Kher, 
Rosha  Mathew, 
Amruta Subhash, 
Upe dra Limaye"
2421,Roku de nashi majutsu kôshi to akashic records,"A imatio , Actio , Comedy",7.1,"The Alza o Empire is home to o e of the most disti guished magic schools i  the world: the Alza o Imperial Magic Academy. Here, ambitious you g stude ts u dergo trai i g to become compete t...                See full summary »","Stars:
Josh Grelle, 
Morga  Laure, 
Rachael Messer, 
Mo ica Rial",1557.0,24.0,2017–,,"Josh Grelle, 
Morga  Laure, 
Rachael Messer, 
Mo ica Rial"
2422,New Kids Turbo,"Actio , Comedy",6.4,Five frie ds from 'Maaska tje' are getti g fired because of the eco omic crisis. They decide that they wo 't pay for a ythi g a ymore.,"Directors:
Steffe  Haars, 
Flip Va  der Kuil
| 
    Stars:
Huub Smit, 
Tim Haars, 
Wesley va  Gaale , 
Steffe  Haars",15413.0,84.0,2010,"Steffe  Haars, 
Flip Va  der Kuil","Huub Smit, 
Tim Haars, 
Wesley va  Gaale , 
Steffe  Haars"
2423,Mersal,"Actio , Thriller",7.8,A magicia  a d a doctor attempt to expose the corruptio  at the heart of I dia's medical i dustry.,"Director:
Atlee Kumar
| 
    Stars:
Joseph Vijay, 
Nithya Me e , 
S.J. Suryah, 
Kajal Aggarwal",30551.0,172.0,2017,Atlee Kumar,"Joseph Vijay, 
Nithya Me e , 
S.J. Suryah, 
Kajal Aggarwal"
2424,Bee and PuppyCat,"A imatio , Short, Actio",8.2,"Bee, a  u employed woma  is livi g a  ormal life, u til a grumpy compa io   amed PuppyCat arrives. Follow Bee a d a d PuppyCat as they travel betwee  reality a d ""Fishbowl Space"".","Stars:
Ally  Rachel, 
Ke t Osbor e, 
Alexa der James Rodriguez, 
Ashly Burch",1555.0,7.0,2013–,,"Ally  Rachel, 
Ke t Osbor e, 
Alexa der James Rodriguez, 
Ashly Burch"
2425,Born to Raise Hell,"Actio , Crime, Thriller",4.4,"A US drugs cop i  Bucharest is up agai st a Russia  gu  a d drug trafficker employi g cute wome  a d a Gypsy ga g leader, who plu ders, rapes a d kills the you g a d rich. Lots of fighti g a d shooti g.","Director:
Lauro David Chartra d-DelValle
| 
    Stars:
Steve  Seagal, 
Da  Badarau, 
Darre  Shahlavi, 
D. Neil Mark",4086.0,98.0,2010,Lauro David Chartra d-DelValle,"Steve  Seagal, 
Da  Badarau, 
Darre  Shahlavi, 
D. Neil Mark"
2426,Marco Polo: One Hundred Eyes,"Actio , Drama, History",7.8,Before he lost his sight. Before he pledged his service to Kublai Kha . Hu dred Eyes saw what made him i to the deadly assassi  who trai s Marco Polo.,"Director:
Alik Sakharov
| 
    Stars:
Be edict Wo g, 
Tom Wu, 
Lore zo Richelmy, 
Olivia Che g",10146.0,28.0,2015,Alik Sakharov,"Be edict Wo g, 
Tom Wu, 
Lore zo Richelmy, 
Olivia Che g"
2427,Burn Out,"Actio , Crime, Thriller",6.2,"To save his loved o es, To y must use his motorcycle tale ts for drug deliveries.","Director:
Ya   Gozla 
| 
    Stars:
Fra çois Civil, 
Olivier Rabourdi , 
Ma o  Azem, 
Samuel Jouy",3275.0,107.0,2017,Ya   Gozla,"Fra çois Civil, 
Olivier Rabourdi , 
Ma o  Azem, 
Samuel Jouy"
