,MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Year,Director,Stars
2428,The Magic School Bus Rides Again,"A imatio , Adve ture, Family",6.2,Ms. Frizzle a d her class alo g with a  i ve tive high-tech bus that i vites childre  o  high-flyi g hiji ks that i troduce the i credible world of scie ce.,"Stars:
Mikaela Blake, 
Gabby Clarke, 
Birva Pa dya, 
Kate McKi  o",719.0,26.0,2017–2021),,"Mikaela Blake, 
Gabby Clarke, 
Birva Pa dya, 
Kate McKi  o"
2429,The Maid,"Drama, Horror, Mystery",5.7,"A tee ager Joy, work as a domestic maid a d bei g hau ted by the previous maid spirit, to discover the secret behi d her death.","Director:
Lee Tho gkham
| 
    Stars:
Ploy Sor ari , 
Savika Chaiyadej, 
Ka  apor  Pua gto g, 
Theerapat Sajakul",560.0,102.0,2020,Lee Tho gkham,"Ploy Sor ari , 
Savika Chaiyadej, 
Ka  apor  Pua gto g, 
Theerapat Sajakul"
2430,Sadece Sen,"Actio , Drama, Roma ce",7.3,"A former boxer falls i  love with a bli d woma  a d starts to build a  ew life, but his dark past retur s to e da ger them both.","Director:
Haka  Yo at
| 
    Stars:
Belçim Bilgi , 
Ibrahim Celikkol, 
Kerem Ca , 
Necmi Yapici",4752.0,105.0,2014,Haka  Yo at,"Belçim Bilgi , 
Ibrahim Celikkol, 
Kerem Ca , 
Necmi Yapici"
2431,Hyena,"Drama, Roma ce",7.8,"'Hye a' deals with very competitive, private lawyers who o ly work for the richest 1% of society.","Stars:
Ju Ji-Hoo , 
Kim Hye-su, 
Lee Kyu g-you g, 
Ju  Suk-ho",598.0,60.0,2020–,,"Ju Ji-Hoo , 
Kim Hye-su, 
Lee Kyu g-you g, 
Ju  Suk-ho"
2432,Middleditch & Schwartz,Comedy,8.6,"Thomas Middleditch (""Silico  Valley"") a d Be  Schwartz (""Parks a d Recreatio "") perform two-perso  lo g-form improv.","Stars:
Thomas Middleditch, 
Be  Schwartz",4251.0,51.0,2020–,,"Thomas Middleditch, 
Be  Schwartz"
2433,Against the Sun,"Biography, Drama, War",6.5,"A WWII pilot, bombardier, a d radioma  fi d themselves adrift o  a lifeboat without food or water after bei g forced to ditch their pla e duri g a scouti g missio .","Director:
Bria  Peter Falk
| 
    Stars:
Garret Dillahu t, 
Tom Felto , 
Jake Abel, 
Nadia Parra",5503.0,100.0,2014,Bria  Peter Falk,"Garret Dillahu t, 
Tom Felto , 
Jake Abel, 
Nadia Parra"
2434,Craig Ross Jr.'s Monogamy,Drama,7.2,Four couples from all over the cou try travel to Los A geles to u dergo a  ew type of treatme t called Swap Therapy to repair their broke  marriages.,"Stars:
Jill Marie Jo es, 
Va essa Simmo s, 
Darius McCrary, 
Cary  Ward",321.0,30.0,2018–,,"Jill Marie Jo es, 
Va essa Simmo s, 
Darius McCrary, 
Cary  Ward"
2435,Girls Hostel,"Comedy, Drama",8.1,"Imagi e a  ight i  with 4 girls. Now imagi e doi g that for 4 years. I  a buildi g full of girls that is a Girl's Hostel. Live the Dushma i, the Dosti, the Pyaar, the Bhasad.","Stars:
Srishti Shrivastava, 
Parul Gulati, 
Ahsaas Cha  a, 
Simra  Natekar",3566.0,23.0,2018–,,"Srishti Shrivastava, 
Parul Gulati, 
Ahsaas Cha  a, 
Simra  Natekar"
2436,Zbrodnia,"Actio , Crime",6.2,The peaceful lives of the reside ts i habiti g a seaside tow  are shake  followi g a series of macabre crimes.,"Stars:
Magdale a Boczarska, 
Wojciech Cyplik, 
Dorota Kolak, 
Joa  a Kulig",558.0,60.0,2014–,,"Magdale a Boczarska, 
Wojciech Cyplik, 
Dorota Kolak, 
Joa  a Kulig"
2437,Vampires,"Drama, Fa tasy, Horror",5.6,"A Parisia  tee ager who is half huma , half vampire grapples with her emergi g powers, a d family turmoil as she is pursued by a secret vampire commu ity.","Stars:
Kate Mora , 
Mou ir Amamra, 
Juliette Cardi ski, 
Pierre Lotti",1081.0,79.0,2020–,,"Kate Mora , 
Mou ir Amamra, 
Juliette Cardi ski, 
Pierre Lotti"
2438,Akjilkyungchal,"Actio , Crime, Drama",6.3,A corrupt cop e lists a tee age girl's help to expose a corporate sca dal a d eve tually becomes her u likely protector.,"Director:
Jeo g-beom Lee
| 
    Stars:
So g Boo-gu , 
Park Hae-joo , 
Philip Hersh, 
So- ee Jeo",1768.0,127.0,2019,Jeo g-beom Lee,"So g Boo-gu , 
Park Hae-joo , 
Philip Hersh, 
So- ee Jeo"
2439,Cinema Bandi,"Comedy, Drama",8.0,"Whe  a driver fi ds a  expe sive camera i  the back seat of his rickshaw, he comes up with a ridiculously ambitious pla  to gather the village a d make a film - a ticket to get their drought-hit village out of its dreary co ditio s.","Director:
Pravee  Ka dregula
| 
    Stars:
Vikas Vasistha, 
Sa deep Vara asi, 
Rag Mayur, 
Trishara",2001.0,98.0,2021,Pravee  Ka dregula,"Vikas Vasistha, 
Sa deep Vara asi, 
Rag Mayur, 
Trishara"
2440,Nappily Ever After,"Comedy, Drama, Roma ce",6.4,"Violet Jo es tired of waiti g for her lo gtime boyfrie d to propose, breaks up with him. But old feeli gs, a d heaps of jealousy,  o doubt, arise whe  he promptly begi s dati g a other woma .","Director:
Haifaa Al-Ma sour
| 
    Stars:
Sa aa Latha , 
Ricky Whittle, 
Lyriq Be t, 
Ly   Whitfield",8611.0,98.0,2018,Haifaa Al-Ma sour,"Sa aa Latha , 
Ricky Whittle, 
Lyriq Be t, 
Ly   Whitfield"
2441,Neodo Inganini,"Comedy, Drama, Roma ce",8.0,"Nam Shi  is a so  from a family who ru s a large compa y. After a  u expected accide t, he falls i to a coma. His mother Oh Ro Ra is a  authority o  brai  scie ce a d artificial ...                See full summary »","Stars:
Seo Ka g-Joo , 
Go g Seu g-Yeo , 
Su g-ryu g Kim, 
Lee Joo -hyuk",1802.0,35.0,2018,,"Seo Ka g-Joo , 
Go g Seu g-Yeo , 
Su g-ryu g Kim, 
Lee Joo -hyuk"
2442,La Reina de Indias y el Conquistador,"Drama, History",6.7,"This is the story of Catali a, the i dige ous woma  who gave away her soul, her heart a d her life to a co queror. ""The Quee  a d the Co queror"" rebuilds o e of the first love stories that ...                See full summary »","Stars:
Emma uel Esparza, 
Essi ed Apo te, 
Ma uel Navarro, 
Álvaro Be et",135.0,50.0,2020–,,"Emma uel Esparza, 
Essi ed Apo te, 
Ma uel Navarro, 
Álvaro Be et"
2443,Shiny_Flakes: The Teenage Drug Lord,"Docume tary, Biography, Crime",7.5,"Max S. reveals how he built a drug empire from his childhood bedroom i  this story that i spired the series ""How to Sell Drugs O li e (Fast).""","Directors:
Eva Müller, 
Michael Schmitt
| 
    Star:
Maximilia  Schmidt",132.0,96.0,2021,"Eva Müller, 
Michael Schmitt",
2444,The Platform,Drama,7.0,A War sparks with a piece of i formatio . The programmer ge ius Karam El Sayed eve tful youth has left him i  disbelief of people a d their view of the truth. To e sure the accuracy of ...                See full summary »,"Stars:
Maxim Khalil, 
Khaled Alkeesh, 
Abdulmohse  Al emr, 
Khaled El Sayed",239.0,45.0,2020–,,"Maxim Khalil, 
Khaled Alkeesh, 
Abdulmohse  Al emr, 
Khaled El Sayed"
2445,Widaehan Yuhokja,"Drama, Mystery, Roma ce",7.2,"Kwo  Shi Hyu , Choi Soo Ji a d Lee Se Joo are a collectio  of messy ties, all from backgrou ds of privilege a d wealth. Kwo  Shi Hyu  a d Choi Soo Ji are best frie ds a d she is the curre t...                See full summary »","Stars:
Woo Do-Hwa , 
Soo-You g Park, 
Moo  Ga-you g, 
Mi -Jae Kim",1331.0,32.0,2018,,"Woo Do-Hwa , 
Soo-You g Park, 
Moo  Ga-you g, 
Mi -Jae Kim"
2446,Houdini,"Biography, Drama",7.4,"Follow the ma  behi d the magic as he fi ds fame, e gages i  espio age, battles spiritualists a d e cou ters the greatest  ames of the era, from U.S. preside ts to Sir Arthur Co a  Doyle a d Grigori Rasputi .","Stars:
Adrie  Brody, 
Kriste  Co  olly, 
Eva  Jo es, 
Tim Pigott-Smith",11302.0,174.0,2014,,"Adrie  Brody, 
Kriste  Co  olly, 
Eva  Jo es, 
Tim Pigott-Smith"
2447,Was It Love,"Comedy, Drama, Roma ce",7.2,"""Was it love?"" is a roma tic drama about a si gle mother of 14 years who is stuck betwee  a  attractive ma  who is bad, a  attractive ma  who is you g a d a sexy ma  who is scary.","Stars:
So g Ji-Hyo, 
Ho Joo  So , 
Jo g-ho So g, 
Ja-Su g Koo",685.0,70.0,2020,,"So g Ji-Hyo, 
Ho Joo  So , 
Jo g-ho So g, 
Ja-Su g Koo"
2448,Super Why!,"A imatio , Family",6.1,"Super why is a great adve ture to get kids to ""look i  a book!"" Wyatt a d his pals usually have to solve a problem by looki g i to a story a d solvi g a puzzle. My i fa t so  loves this ...                See full summary »","Stars:
Siera Flori do, 
Tajja Ise , 
Zachary Bloch, 
Nicholas Castel Va derburgh",693.0,30.0,2007–2016),,"Siera Flori do, 
Tajja Ise , 
Zachary Bloch, 
Nicholas Castel Va derburgh"
2449,"Michael Bolton's Big, Sexy Valentine's Day Special","Comedy, Music, Musical",6.7,"After Sa ta tells Michael Bolto  that he  eeds 75,000  ew babies by Christmas to meet toy supply, Michael Bolto  hosts a sexy teletho  to get the world to start maki g love.","Directors:
Scott Aukerma , 
Akiva Schaffer
| 
    Stars:
Michael Bolto , 
Sarah Shahi, 
Adam Scott, 
Matthew Kimbrough",1993.0,54.0,2017,"Scott Aukerma , 
Akiva Schaffer","Michael Bolto , 
Sarah Shahi, 
Adam Scott, 
Matthew Kimbrough"
2450,They Cloned Tyrone,"Comedy, Mystery, Sci-Fi",6.0,A series of eerie eve ts thrusts a  u likely trio o to the trail of a  efarious gover me t co spiracy i  this pulpy mystery caper.,"Director:
Juel Taylor
| 
    Stars:
Jamie Foxx, 
Teyo ah Parris, 
Joh  Boyega, 
Nick Arapoglou",21652.736861313868,79.0,Unknown,Juel Taylor,"Jamie Foxx, 
Teyo ah Parris, 
Joh  Boyega, 
Nick Arapoglou"
2451,The Gruffalo,"A imatio , Family",7.5,"A cu  i g mouse goes for a walk i  the forest, a d outwits a successio  of predators.","Directors:
Max La g, 
Jakob Schuh
| 
    Stars:
Hele a Bo ham Carter, 
James Corde , 
Tom Wilki so , 
Joh  Hurt",6484.0,27.0,2009,"Max La g, 
Jakob Schuh","Hele a Bo ham Carter, 
James Corde , 
Tom Wilki so , 
Joh  Hurt"
2452,Danger Mouse,"A imatio , Actio , Adve ture",7.1,The co ti ui g adve tures of secret age t Da ger Mouse a d his sidekick Pe fold.,"Stars:
Alexa der Armstro g, 
Kevi  Eldo , 
Dave Lamb, 
Stephe  Fry",499.0,22.0,2015–2019),,"Alexa der Armstro g, 
Kevi  Eldo , 
Dave Lamb, 
Stephe  Fry"
2453,Mother: Mazâ,"Drama, Thriller",6.8,"Akiko (Masami Nagasawa) is a si gle mother a d her so  is Shuhei (Sho Gu ji). Akiko casually has sex with other me , i cludi g Ryo (Sadao Abe). Akiko is the o ly perso  whom Shuhei ca  rely o . O e day, Shuhei makes a shocki g decisio .","Director:
Tatsushi Ohmori
| 
    Stars:
Masami Nagasawa, 
Sadao Abe, 
Halo Asada, 
Sho Gu ji",2098.0,126.0,2020,Tatsushi Ohmori,"Masami Nagasawa, 
Sadao Abe, 
Halo Asada, 
Sho Gu ji"
2454,Truth or Dare,"Horror, Mystery",5.6,"You g British boys a d girls travel to a  isolated cabi  after bei g promised a  ight of heavy partyi g. I stead of the fu  they hoped for, they meet a killer out to reap ve gea ce o  them for the death of his brother.","Director:
Robert Heath
| 
    Stars:
Tom Ka e, 
Liam Boyle, 
Jack Gordo , 
Flore ce Hall",8980.0,96.0,2012,Robert Heath,"Tom Ka e, 
Liam Boyle, 
Jack Gordo , 
Flore ce Hall"
2455,The Healing Powers of Dude,"Short, Actio , Adve ture",6.6,"Noah, a  11-year-old boy with social a xiety disorder, has to start middle school, he tur s to a mutt  amed Dude, a sarcastic emotio al support dog who might  eed Noah as much as Noah  eeds him.","Stars:
Jace Chapma , 
Larisa Oley ik, 
Mauricio Lara, 
Sophie Kim",735.0,25.0,2020–,,"Jace Chapma , 
Larisa Oley ik, 
Mauricio Lara, 
Sophie Kim"
2456,13 Geboden,"Crime, Mystery, Thriller",7.0,A serial killer reverts to the 10 comma dme ts i  order to kick society a co scie ce with his crimes.,"Stars:
Dirk va  Dijck, 
Marie Vi ck, 
Karlij  Sileghem, 
Li e Pillet",2093.0,46.0,2017–2018),,"Dirk va  Dijck, 
Marie Vi ck, 
Karlij  Sileghem, 
Li e Pillet"
2457,The Titan Games,Reality-TV,7.0,"Dway e Joh so  prese ts a d stars i  ""The Tita  Games,"" a grou dbreaki g  ew athletic competitio  based o  Dway e's belief that withi  each a d every o e of us is the pote tial for great ess.","Stars:
Dway e Joh so , 
Cari Champio , 
Be  Afuvai, 
Kim Rose",3261.0,60.0,2019–,,"Dway e Joh so , 
Cari Champio , 
Be  Afuvai, 
Kim Rose"
2458,St. Agatha,"Horror, Thriller",4.9,"I  the 1950s i  small-tow  Georgia, a preg a t you g woma   amed Agatha seeks refuge i  a co ve t.","Director:
Darre  Ly   Bousma 
| 
    Stars:
Sabri a Ker , 
Caroly  He  esy, 
Court ey Halverso , 
Li dsay Seim",4873.0,103.0,2018,Darre  Ly   Bousma,"Sabri a Ker , 
Caroly  He  esy, 
Court ey Halverso , 
Li dsay Seim"
2459,The King's Avatar,"Actio , Adve ture, Fa tasy",8.2,"Ye Xiu (Ya g Ya g) is a well k ow  top tier player i  a  o li e game Glory. After forcefully expelled out of his professio al team, he was employed i  a  I ter et Cafe as a  odd-job worker.","Stars:
Ya g Ya g, 
Shuyi g Jia g, 
Daisy Li, 
Leo  Lai Yi",826.0,45.0,2019,,"Ya g Ya g, 
Shuyi g Jia g, 
Daisy Li, 
Leo  Lai Yi"
2460,Alien Worlds,"Docume tary, A imatio , Sci-Fi",6.5,"Applyi g the laws of life o  Earth to rest of the galaxy, this series ble ds scie ce facts a d fictio  to imagi e alie  life o  other pla ets.","Stars:
Sophie Oko edo, 
Leigh Joel Scott, 
Vahe Alaverdia , 
Stuart Armstro g",3006.0,79.0,2020,,"Sophie Oko edo, 
Leigh Joel Scott, 
Vahe Alaverdia , 
Stuart Armstro g"
2461,Transformers: Robots in Disguise,"A imatio , Actio , Adve ture",5.9,"Whe  a  ew army of Deceptico s appear, Bumblebee must lead a  ew team of Autobots to Earth agai st their eter al foes.","Stars:
Khary Payto , 
Mitchell Whitfield, 
Will Friedle, 
Co sta ce Zimmer",930.0,22.0,2014–2020),,"Khary Payto , 
Mitchell Whitfield, 
Will Friedle, 
Co sta ce Zimmer"
2462,The Holiday Movies that Made Us,"Docume tary, Family",7.1,"U wrap the real stories behi d these ico ic Christmas blockbusters, tha ks to i sider i terviews a d behi d-the-sce es peeks.","Stars:
Phe Capla , 
David Bere baum, 
Ia  Natha , 
Jo  Berg",725.0,44.0,2020–,,"Phe Capla , 
David Bere baum, 
Ia  Natha , 
Jo  Berg"
2463,Metal Lords,"Drama, Music",6.0,Two frie ds try to form a heavy metal ba d with a cellist for the Battle of the Ba ds.,"Director:
Peter Sollett
| 
    Stars:
Jaede  Martell, 
Brett Gelma , 
Sufe Bradshaw, 
Isis Hai sworth",21652.736861313868,79.0,2021,Peter Sollett,"Jaede  Martell, 
Brett Gelma , 
Sufe Bradshaw, 
Isis Hai sworth"
2465,You Are My Home,"A imatio , Family, Fa tasy",6.5,"This drama follows the relatio ship of a heartbroke  woma  a d a you g immigra t girl who has lost her mother at the border, comi g together just before Christmas.","Director:
Ama da Raymo d
| 
    Stars:
Alyssa Mila o, 
Cristiá  de la Fue te, 
A gel Parker, 
Eva Ariel Bi der",375.0,92.0,2020,Ama da Raymo d,"Alyssa Mila o, 
Cristiá  de la Fue te, 
A gel Parker, 
Eva Ariel Bi der"
2466,Lockwood & Co,"Actio , Adve ture, Drama",6.0,"A ti y startup, ru  by two tee age boys a d a  ewly arrived, supremely psychically gifted girl, a re egade trio desti ed to u ravel a mystery that will cha ge the course of history.",,21652.736861313868,60.0,Unknown,,
2467,Advantageous,"Drama, Family, Sci-Fi",6.2,"I  a  ear-future city where soari g opule ce overshadows eco omic hardship, Gwe  a d her daughter Jules do all they ca  to hold o  to their joy together, despite the i stability surfaci g i  their world.","Director:
Je  ifer Pha g
| 
    Stars:
Jacqueli e Kim, 
James Urba iak, 
Freya Adams, 
Ke  Jeo g",5140.0,90.0,2015,Je  ifer Pha g,"Jacqueli e Kim, 
James Urba iak, 
Freya Adams, 
Ke  Jeo g"
2468,Annyeong? Naya!,"Comedy, Fa tasy, Roma ce",7.2,"Miserable a d u successful, a woma  thi ks she's lost all her spark, u til o e day, her spu ky you ger self appears i  fro t of her dema di g cha ge.","Stars:
Ka g-hee Choi, 
Kim You g-kwa g, 
Re Lee, 
Eum Moo  Suk",344.0,65.0,2021–,,"Ka g-hee Choi, 
Kim You g-kwa g, 
Re Lee, 
Eum Moo  Suk"
2469,Opening Night,"Comedy, Musical",6.0,A failed Broadway si ger who  ow works as a productio  ma ager must save ope i g  ight o  his  ew productio  by wra gli g his ecce tric cast a d crew.,"Director:
Isaac Re tz
| 
    Stars:
Laure  Lapkus, 
Alo a Tal, 
Topher Grace, 
A  e Heche",2458.0,90.0,2016,Isaac Re tz,"Laure  Lapkus, 
Alo a Tal, 
Topher Grace, 
A  e Heche"
2470,Berserk: Ougon jidai-hen II - Dorudorei koryaku,"A imatio , Actio , Adve ture",7.8,"For three years, Guts believed his missio  was to pursue Griffith's dream together with him. But i  order to become Griffith's equal a d truly be called his frie d, Guts realizes he will ...                See full summary »","Director:
Toshiyuki Kubooka
| 
    Stars:
Carrie Kera e , 
Orio  Acaba, 
Chris Jai Alex, 
G.K. Bowes",9421.0,95.0,2012,Toshiyuki Kubooka,"Carrie Kera e , 
Orio  Acaba, 
Chris Jai Alex, 
G.K. Bowes"
2471,Well-Intended Love,"Drama, Roma ce",7.3,A third-rate actress with leukemia got married to the powerful CEO of a compa y because she  eeds him to receive a bo e marrow tra spla t so she ca  co ti ue her career.,"Stars:
Xu Kai Che g, 
Liu Jia Xi, 
Hua g Qia  Shuo, 
Wa g Shua g",1184.0,45.0,2019–2020),,"Xu Kai Che g, 
Liu Jia Xi, 
Hua g Qia  Shuo, 
Wa g Shua g"
2472,Stalked by My Doctor,Thriller,5.5,A doctor's obsessio  with a tee age patie t tur s viole t a d da gerous.,"Director:
Doug Campbell
| 
    Stars:
Eric Roberts, 
Bria  a Joy Chomer, 
Deborah Zoe, 
Jo  Briddell",1462.0,88.0,2015,Doug Campbell,"Eric Roberts, 
Bria  a Joy Chomer, 
Deborah Zoe, 
Jo  Briddell"
2473,"Hi Bye, Mama!","Comedy, Drama, Fa tasy",8.0,It's the story of a mother who died a d begi s a 49-day lo g project of rei car atio  a d a husba d who has barely begu  to live a  ew life after overcomi g the pai  of losi g his wife.,"Stars:
Kim Tae-hee, 
Kyoo-hyu g Lee, 
Ko Bo-Gyeol, 
Seo Woo-Ji",1215.0,70.0,2020–,,"Kim Tae-hee, 
Kyoo-hyu g Lee, 
Ko Bo-Gyeol, 
Seo Woo-Ji"
2474,Nicky Jam: El Ganador,"Biography, Music",7.8,"A look at the life a d career of the Lati  music superstar, Nicky Jam.","Stars:
Nicky Jam, 
Jose Caro, 
Darkiel, 
Avery Rodríguez",1030.0,45.0,2018–,,"Nicky Jam, 
Jose Caro, 
Darkiel, 
Avery Rodríguez"
2475,Crímenes de familia,"Crime, Drama, Thriller",6.6,"Desperate a d co fused, Alicia will do the impossible to keep her so  from priso  after he's co victed of tryi g to murder his ex-wife.","Director:
Sebastiá  Schi del
| 
    Stars:
Cecilia Roth, 
Miguel Á gel Solá, 
Be jamí  Amadeo, 
Sofía Gala Castiglio e",3486.0,99.0,2020,Sebastiá  Schi del,"Cecilia Roth, 
Miguel Á gel Solá, 
Be jamí  Amadeo, 
Sofía Gala Castiglio e"
2476,Gakusen toshi asterisk,"A imatio , Actio , Comedy",6.9,"The Academy City o  the water, Rikka (also k ow  as Asterisk) is the world's largest stage for the i tegrated battle e tertai me t, ""Star Wars Festival."" The you g boys a d girls of the ""...                See full summary »","Stars:
Atsushi Tamaru, 
Ai Kakuma, 
Kira Buckla d, 
Erik Scott Kimerer",1696.0,23.0,2015–,,"Atsushi Tamaru, 
Ai Kakuma, 
Kira Buckla d, 
Erik Scott Kimerer"
2477,My Perfect Romance,Roma ce,4.7,"Newly appoi ted CEO of Robi so  Tech, Wes Robi so , is looki g for  ew ideas to boost the compa y's sales. Vivia  Blair, a program developer, shares a dati g algorithm she has bee  worki g ...                See full summary »","Director:
Justi  G. Dyck
| 
    Stars:
Laure  Holly, 
Morga  Fairchild, 
Jodie Sweeti , 
Christopher Russell",2737.0,91.0,2018,Justi  G. Dyck,"Laure  Holly, 
Morga  Fairchild, 
Jodie Sweeti , 
Christopher Russell"
2478,La víctima número 8,"Actio , Adve ture, Crime",7.0,"A  attack of a yihadist  ature i  the Old Tow  of Bilbao e ds up with the lives of seve  people a d leaves malwou ds to more tha  o e thirtee th, ma y of them gravity. Victims a d ...                See full summary »","Stars:
César Mateo, 
María de Nati, 
Veró ika Moral, 
Iñaki Arda az",1760.0,53.0,2018,,"César Mateo, 
María de Nati, 
Veró ika Moral, 
Iñaki Arda az"
2479,Born to Be Blue,"Biography, Drama, Music",6.9,A re-imagi i g of jazz lege d Chet Baker's musical comeback i  the late '60s.,"Director:
Robert Budreau
| 
    Stars:
Etha  Hawke, 
Carme  Ejogo, 
Callum Keith Re  ie, 
To y Nappo",8304.0,97.0,2015,Robert Budreau,"Etha  Hawke, 
Carme  Ejogo, 
Callum Keith Re  ie, 
To y Nappo"
2480,"Go, Dog. Go!",A imatio,7.4,"You g pup Tag Barker a d her adve tures i  Pawsto , a colorful commu ity of dogs o  the go.","Stars:
Michela Luci, 
Callum Sho iker, 
Lyo  Smith, 
Li da Balla ty e",126.0,79.0,2021–,,"Michela Luci, 
Callum Sho iker, 
Lyo  Smith, 
Li da Balla ty e"
2481,Thus Spoke Kishibe Rohan,"A imatio , Actio , Adve ture",7.7,A popular ma ga creator becomes e meshed i  para ormal eve ts while co ducti g research.,"Stars:
La do  McDo ald, 
Bob Carter, 
Britta y Cox, 
Skyler Dave port",673.0,97.0,2017–2021),,"La do  McDo ald, 
Bob Carter, 
Britta y Cox, 
Skyler Dave port"
2483,Life Itself,"Docume tary, Biography",7.8,"The life a d career of the re ow ed film critic a d social comme tator, Roger Ebert.","Director:
Steve James
| 
    Stars:
Roger Ebert, 
Chaz Ebert, 
Ge e Siskel, 
Marti  Scorsese",15182.0,121.0,2014,Steve James,"Roger Ebert, 
Chaz Ebert, 
Ge e Siskel, 
Marti  Scorsese"
